k,p,scenario,stepwise_plain,L0opt_CD,L0opt_CDPSI,GSDAR,lassonet,lassonet_plus,deep2stage,deep2stage_plus
10,1000,gamma,0.643,0.609,0.612,0.42300000000000004,0.614,0.648,0.41500000000000004,0.649
10,1000,normal,0.5509999999999999,0.516,0.52,0.373,0.523,0.549,0.33999999999999997,0.5519999999999999
10,2000,gamma,0.591,0.561,0.564,0.364,0.5589999999999999,0.592,0.33999999999999997,0.585
10,2000,normal,0.548,0.522,0.5269999999999999,0.367,0.521,0.5469999999999999,0.321,0.545
10,5000,gamma,0.603,0.603,0.605,0.495,0.604,0.605,0.256,0.603
10,5000,normal,0.514,0.508,0.507,0.422,0.511,0.518,0.236,0.514
10,10000,gamma,0.5690000000000001,0.548,0.548,0.36,0.549,0.5730000000000001,0.078,0.5519999999999999
10,10000,normal,0.485,0.44800000000000006,0.449,0.318,0.458,0.487,0.094,0.47300000000000003
20,1000,gamma,0.41,0.40099999999999997,0.40650000000000003,0.20249999999999999,0.396,0.417,0.20049999999999998,0.39449999999999996
20,1000,normal,0.381,0.37,0.3765,0.21600000000000003,0.357,0.3835,0.199,0.3745
20,2000,gamma,0.39249999999999996,0.393,0.399,0.20950000000000002,0.369,0.393,0.16999999999999998,0.3795
20,2000,normal,0.364,0.3645,0.3675,0.20049999999999998,0.32799999999999996,0.37,0.177,0.352
20,5000,gamma,0.3635,0.369,0.368,0.27599999999999997,0.34900000000000003,0.366,0.0915,0.35950000000000004
20,5000,normal,0.34249999999999997,0.34249999999999997,0.34199999999999997,0.2785,0.341,0.3445,0.10300000000000001,0.34199999999999997
20,10000,gamma,0.318,0.3205,0.3245,0.178,0.29900000000000004,0.3265,0.018,0.307
20,10000,normal,0.2995,0.29700000000000004,0.2975,0.181,0.27149999999999996,0.3035,0.036,0.2905
