k,p,scenario,stepwise_plain,L0opt_CD,L0opt_CDPSI,GSDAR,lassonet,lassonet_plus,deep2stage,deep2stage_plus
0,1000,null,0.0,0.38467478178598025,0.38467478178598025,3.952762711370521e-05,6.737412509149177e-05,6.737412509149177e-05,0.016725352953699226,6.737412508921805e-05
0,2000,null,0.0,0.5446790135567314,0.5446790135567314,1.972916500656066e-05,2.7768232314878956e-06,2.7768232314878956e-06,0.034254840573854146,2.7768232314878956e-06
0,5000,null,0.0,0.4473802138817617,0.4473802138817617,7.883373810950927e-06,0.00010769665171776421,0.00010769665171776421,0.042233912570293214,0.00010769665171776421
0,10000,null,0.0,0.3731627940514094,0.3731627940514094,2.000700247029299e-06,4.516821490477638e-06,4.516821490477638e-06,0.00699212421259005,4.516821490477638e-06
10,1000,gamma,0.0,1.56235647838056,1.5555501409284538,2.2567802816339197,0.5907179370701272,0.04879418454988409,3.4809272738654267,0.12286320567637085
10,1000,normal,0.0,1.5270823644929927,1.5310424428568885,2.215501140805681,0.483291781138381,0.04128582054138016,4.034870927087276,0.10162237095014241
10,2000,gamma,0.0,1.4340073600073926,1.4356680198724239,2.5869647387698023,0.49856123124007923,0.07622551546081167,3.010229669099446,0.13011174006736
10,2000,normal,0.0,1.149126995186839,1.151429144944225,2.706806089945891,0.47399445085421554,0.0452450756034352,3.763094369985482,0.08011811459434173
10,5000,gamma,0.0,0.0414478667794025,0.02075774901764204,1.0888328486579524,0.10764829740554512,0.006993035205419523,4.4033547707911165,0.0028710781460396526
10,5000,normal,0.0,1.017794021537301,1.01782076819374,1.068740611052984,0.07109160346514089,0.026694833421712794,4.487694640704087,0.003002472323768204
10,10000,gamma,0.0,1.021481288698553,1.0223760596514178,2.366072628932602,0.5791131285081329,0.1967617200890452,5.246171062191054,0.4061285061651757
10,10000,normal,0.0,1.3698988089754365,1.3763753072246938,2.4643724907456415,0.5048379150175409,0.22652807431179872,5.499889980974184,0.44636306954730687
20,1000,gamma,0.0,0.8333273159881139,0.836830329263339,2.394469160389148,0.7463800120479289,0.34468746885810664,3.3650352217078763,0.38790124007180754
20,1000,normal,0.0,0.9249987436329364,0.9276408619597575,2.478944521643506,0.6690522351703192,0.05984194725679427,3.517326927158824,0.22762234864583658
20,2000,gamma,0.0,0.7985399048866098,0.7993099993826085,2.4013632754426206,0.5891198824394543,0.06621574206300736,3.3003961867749148,0.2697348067891014
20,2000,normal,0.0,0.24568338189331831,0.27644764808409233,2.2407842660246957,0.647676592733445,0.1900508193890838,2.9968283641046343,0.3138488305936572
20,5000,gamma,0.0,0.03485393380474422,0.034533127462417525,1.0197503429243073,0.2660066618624328,0.012024376938420603,3.477624213653036,0.0510557426792147
20,5000,normal,0.0,0.12412322484938665,0.1230210703850337,0.8805703253653705,0.1732295172343867,0.006187401813899514,3.811559557106979,0.02277841895885328
20,10000,gamma,0.0,0.11521397335387888,0.10327104375128224,2.3571206559691484,0.8203324062258129,0.1567557253166517,4.511839131415563,0.3224380671778173
20,10000,normal,0.0,0.2870624853246207,0.29062511130635627,2.061138334973019,0.5223040406177892,0.0792772786595527,4.414937882623488,0.3222428622966798
