method,a,b,all
stepwise_plain,0.05379371323121323,0.054816835941835944,0.054305274586524586
L0opt_CD,0.05691282328782329,0.056962860056610054,0.05693784167221667
L0opt_CDPSI,0.0545753101065601,0.05307909798534799,0.05382720404595404
GSDAR,0.10590476537351537,0.12737690434565435,0.11664083485958486
lassonet,0.05351108266733267,0.05326087454212454,0.05338597860472861
lassonet_plus,0.053907516095016095,0.055472746003996,0.05469013104950605
deep2stage,0.2009559275219105,0.2376913025270223,0.2193236150244664
deep2stage_plus,0.056217861999111995,0.061870140276390276,0.059044001137751136
