method,k=10,k=20,all
stepwise_plain,0.045622610028860026,0.06298793914418915,0.054305274586524586
L0opt_CD,0.04445459054834055,0.06942109279609279,0.05693784167221667
L0opt_CDPSI,0.042861336580086576,0.06479307151182151,0.05382720404595404
GSDAR,0.12932107822732822,0.10396059149184149,0.11664083485958486
lassonet,0.04621718212343212,0.06055477508602509,0.05338597860472861
lassonet_plus,0.04579919733044733,0.06358106476856476,0.05469013104950605
deep2stage,0.26130393917550454,0.17734329087342823,0.2193236150244664
deep2stage_plus,0.0536969696969697,0.06439103257853258,0.059044001137751136
