k,p,scenario,stepwise_plain,L0opt_CD,L0opt_CDPSI,GSDAR,lassonet,lassonet_plus,deep2stage,deep2stage_plus
10,1000,gamma,0.579,0.5549999999999999,0.558,0.385,0.553,0.58,0.38,0.58
10,1000,normal,0.495,0.475,0.47800000000000004,0.344,0.47300000000000003,0.495,0.314,0.496
10,2000,gamma,0.5309999999999999,0.513,0.513,0.33799999999999997,0.519,0.5349999999999999,0.318,0.5309999999999999
10,2000,normal,0.513,0.491,0.495,0.33799999999999997,0.491,0.513,0.29300000000000004,0.51
10,5000,gamma,0.546,0.55,0.5509999999999999,0.45599999999999996,0.553,0.5509999999999999,0.21600000000000003,0.545
10,5000,normal,0.47300000000000003,0.46900000000000003,0.46900000000000003,0.398,0.471,0.475,0.21400000000000002,0.47300000000000003
10,10000,gamma,0.52,0.502,0.5,0.348,0.507,0.518,0.066,0.511
10,10000,normal,0.44400000000000006,0.421,0.42000000000000004,0.29300000000000004,0.421,0.446,0.08399999999999999,0.433
20,1000,gamma,0.324,0.3195,0.323,0.1805,0.311,0.3275,0.16599999999999998,0.319
20,1000,normal,0.3175,0.3165,0.3185,0.1925,0.304,0.317,0.17250000000000001,0.316
20,2000,gamma,0.3145,0.3145,0.3205,0.1835,0.303,0.316,0.14250000000000002,0.3145
20,2000,normal,0.3045,0.301,0.304,0.182,0.28650000000000003,0.3065,0.151,0.302
20,5000,gamma,0.27999999999999997,0.28450000000000003,0.28450000000000003,0.2385,0.27799999999999997,0.28450000000000003,0.0775,0.27999999999999997
20,5000,normal,0.29300000000000004,0.2975,0.298,0.2475,0.29300000000000004,0.2945,0.086,0.29300000000000004
20,10000,gamma,0.2625,0.265,0.268,0.1595,0.2445,0.266,0.0155,0.2605
20,10000,normal,0.253,0.2545,0.256,0.16499999999999998,0.2445,0.2545,0.0305,0.2535
