k,p,scenario,stepwise_plain,L0opt_CD,L0opt_CDPSI,GSDAR,lassonet,lassonet_plus,deep2stage,deep2stage_plus
0,1000,null,0.0,2.305019907442613,2.305019907442613,8.028099015291445e-05,6.779165957141231e-05,6.779165957141231e-05,0.023858301530672178,6.779165956913858e-05
0,2000,null,0.0,3.4912867663302247,3.4912867663302247,4.0070123529858395e-05,4.953877928528527e-06,4.953877928528527e-06,0.06979900314580846,4.953877928528527e-06
0,5000,null,0.0,3.2573725594046117,3.2573725594046117,1.6011207892461245e-05,0.0001118628260337573,0.0001118628260337573,0.06862164938428122,0.0001118628260337573
0,10000,null,0.0,2.570273076441167,2.570273076441167,2.0007002194688537e-06,4.516821547895233e-06,4.516821547895233e-06,0.006992124212647468,4.516821547895233e-06
10,1000,gamma,0.0,3.776421683137703,3.374665865790114,37.42153038637271,4.229566680085104,0.005504501869697833,54.99415726842871,0.2954946414696792
10,1000,normal,0.0,3.7525050743457133,3.5752603438177766,31.5563169806684,2.8988126234357012,0.06029954881841149,53.39035523201417,0.25388844204051564
10,2000,gamma,0.0,3.519665584205309,3.3919352767639976,38.71111147702477,2.9019823118124375,0.0838008618792196,57.56155487052949,0.35106666000608355
10,2000,normal,0.0,2.954212241053474,2.8365077545232023,40.372084062180164,2.978846076668999,0.010318195543322872,62.100474179612874,0.12739167045426483
10,5000,gamma,0.0,0.0489502596118723,0.001859349314438532,11.482791260302598,0.3643245190949347,0.006406353957413557,97.43468020478285,0.01265743830857673
10,5000,normal,0.0,1.1660225146410153,1.156496187681232,10.410883209148293,0.2351339722276225,-0.016514686020116187,91.10750211647952,0.017984627023863595
10,10000,gamma,0.0,2.087112146790821,2.0192601319207393,31.42597921442345,2.602703441694721,0.3050612078051631,157.11260285522502,1.7509581216392736
10,10000,normal,0.0,4.150326655944177,3.9613385517323216,30.99141120185626,2.5445949058220823,0.016343535232920203,160.74646971061395,1.5285139851471377
20,1000,gamma,0.0,1.6343126712246658,1.1757967912590652,38.7389167357213,4.955934165714504,-0.4547318394163813,63.95007212999017,1.4277737055178727
20,1000,normal,0.0,1.8594884581545967,1.3997387829834225,41.75036932722856,5.233285746129225,0.09571441563887674,67.33347741853748,0.8654380825718795
20,2000,gamma,0.0,1.0683885924069272,0.7183858910372237,36.76200013030715,4.091675455811105,0.029285559090603784,65.90861729192902,1.2319087692757444
20,2000,normal,0.0,0.6658708304249353,0.19131210430981127,38.80403725775524,5.464574756907727,0.11356825633679818,66.35297844925192,1.0433824786383548
20,5000,gamma,0.0,0.11266850817318755,0.08611572945219677,9.403549706968377,1.4932890424489642,0.020481702897579907,71.59546091545815,0.09546987873425224
20,5000,normal,0.0,0.20148405159143296,0.18336441047278412,9.747898852605896,0.844224539982431,0.008603963194834705,90.39220398436602,0.035840513741334235
20,10000,gamma,0.0,0.1910975439778781,-0.06020923725159264,27.71583132746523,5.100988330989953,0.0743954463578052,100.88513847271251,1.254481856483419
20,10000,normal,0.0,0.5302050682371874,0.32678159224394904,25.597205603679072,3.2392958174578963,-0.06362887858229442,118.90124543031297,1.1551189083644544
