k,rho,stepwise_plain,stepwise_reduced,stepwise_ff,L0opt_CD,L0opt_CDPSI,lassonet,lassonet_plus,deep2stage
0,0.0,0.0,0.0,0.0005104708089808856,0.0,0.0,-6.441958078085008e-15,-6.441958078085008e-15,0.0379749458072568
0,0.5,0.0,0.0,0.0,0.0,0.0,-3.3315572522951696e-15,-3.3315572522951696e-15,0.04476307660503598
0,0.8,0.0,0.0,0.003980860500439356,0.0,0.0,-2.2222224060897123e-15,-2.2222224060897123e-15,0.03701697423377444
5,0.0,0.0,0.7896581480701669,-0.0019375598108185273,-0.001937559810818982,-0.001937559810818982,0.04324280324168799,-0.0019375598108211706,12.160657468742293
5,0.5,0.0,1.5926070498889928,0.0052100694642571175,0.00017533063972052787,0.00017533063972052787,0.03397210486093448,5.3717030823463574e-15,13.105500236955047
5,0.8,0.0,2.1994667337501386,0.6713088207730441,-0.0017092405188411134,-0.016406499133996645,1.681830638453897,0.012600899301085235,24.701640965246977
10,0.0,0.0,10.775605662793614,-7.048583938740194e-15,-0.0034052035993238404,-0.0034052035993238404,0.21100499342705484,6.821210263296962e-16,23.77556711385559
10,0.5,0.0,11.663562486834588,0.03633078575841409,-0.03636410940854444,-0.03636410940854444,0.36838538369207774,-0.03399352416504439,25.008033603276726
10,0.8,0.0,14.718484136497457,1.1596064032320366,0.12955098279722232,0.007992613287518453,,-0.055382489975631645,47.844986478856924
20,0.0,0.0,73.3197067809405,9.549694368615747e-15,-0.005392690474328901,-0.005392690474328901,1.430045107906996,-0.005392690474329584,47.21935248979549
20,0.5,0.0,76.2636396832226,0.01187947005736396,-0.02087441230899367,-0.023255556137703023,3.421334953028124,0.0043059385353685685,47.33623628233553
20,0.8,0.0,80.8743145943764,1.0814545797062425,0.3144589634190534,-0.4152398868160883,45.99222146348783,-0.21140258021193223,84.40866362793643
40,0.0,0.0,273.3103905983396,4.547473508864641e-15,-0.013788239170982252,-0.013788239170982252,15.058975224644808,0.044690942064570666,94.87019518158999
40,0.5,0.0,295.9930786608259,0.03303005276890099,0.003760320607988433,-0.02858118770001147,34.12022488054139,0.06135762280536619,96.05456129721209
40,0.8,0.0,271.4971147574942,0.5336342688063057,4.431932147125091,-0.9214291822928408,189.72008512214992,8.25119670794322,165.4433093491176
