method,a,b,all
stepwise_plain,109.88906548172235,102.86205263972283,106.3755590607226
L0opt_CD,0.7070336696505546,0.709946921467781,0.7084902955591679
L0opt_CDPSI,6.232885777652264,6.2485899239778515,6.240737850815058
GSDAR,10.246787905097008,10.173188326060773,10.20998811557889
lassonet,24.8894123968482,25.212512728273868,25.050962562561036
lassonet_plus,37.88732203155756,37.623969556093215,37.75564579382539
deep2stage,12.06550450205803,12.191569389998913,12.12853694602847
deep2stage_plus,25.027847496867178,24.92309584289789,24.975471669882534
