k,p,scenario,stepwise_plain,L0opt_CD,L0opt_CDPSI,GSDAR,lassonet,lassonet_plus,deep2stage,deep2stage_plus
0,1000,null,0.0,0.3971816056932752,0.39666615579911213,2.8239900841572513e-05,4.993988684387065e-06,4.993988684387065e-06,0.010047875178357996,4.993988684387065e-06
0,2000,null,0.0,0.397586861155044,0.397586861155044,1.972916500660731e-05,3.6348021929095345e-06,3.6348021929095345e-06,0.011192129685232984,3.6348021929095345e-06
0,5000,null,0.0,0.5642330590402339,0.5642330590402339,4.002801975050284e-06,2.1719374120903724e-08,2.1719374120903724e-08,0.05204111666617963,2.1719374120903724e-08
0,10000,null,0.0,0.4377361066179405,0.4377361066179405,3.430132709382695e-06,1.0370818142013076e-06,1.0370818142013076e-06,0.02781083715727683,1.0370818142013076e-06
0,50000,null,0.0,0.48736068863143717,0.48736068863143717,6.858344413206914e-07,1.0355431165379945e-05,1.0355431165379945e-05,0.03877497866515976,1.0355431165379945e-05
10,1000,gamma,0.0,0.015389690671945419,0.015389690671945419,0.21494685077703454,0.0280695919356944,0.00489241849527772,1.4563843074472966,0.010468101193532258
10,1000,normal,0.0,0.027811469644495275,0.027811469644495275,0.2457372781391231,0.05865477886152352,0.0022999527106864932,1.2432997647670134,0.0022999527106885367
10,2000,gamma,0.0,0.025787536638422558,0.025787536638422558,0.22857105420680054,0.05036845693255902,0.0022053318195148137,1.924089494059818,0.012833160442310702
10,2000,normal,0.0,0.022900627123229794,0.022900627123229794,0.1995646848332961,0.045897896981357315,0.014707597677285172,1.986173585495619,0.0021512373323766374
10,5000,gamma,0.0,0.03244475335876978,0.03316573377204894,0.30712188791056494,0.09422664277821372,0.003408103475668689,5.660274562492548,0.004380370555247459
10,5000,normal,0.0,0.030986694965188365,0.030986694965188365,0.22588853271445633,0.030044207777943983,0.008490254146293825,6.069693248914605,0.008490254146293886
10,10000,gamma,0.0,0.03082947175800496,0.03082947175800496,0.35547991388191524,0.06951035463051566,0.004046975999458276,5.32879828732083,0.004046975999458342
10,10000,normal,0.0,0.036856309138803146,0.036856309138803146,0.23295129786938099,0.06504698950485158,0.023849390657098624,6.731408341749765,0.01528564790546628
20,1000,gamma,0.0,0.05058827987798309,0.04861455953031234,0.16870131095428936,0.08298683379792458,0.02741511938738958,1.2034838789143762,0.015364851167773206
20,1000,normal,0.0,0.0645400811473287,0.062336756968052,0.24139383381674268,0.09046645084803966,0.03445964234143671,1.3071387211531407,0.033013931805988016
20,2000,gamma,0.0,0.031716409585384825,0.03081157131675822,0.20349005731055064,0.1116023618505509,0.013886500830428666,2.0200755643254698,0.010442524720777332
20,2000,normal,0.0,0.045549598721614876,0.04567341574682541,0.20575989896125443,0.0716509815074995,0.02636459092618366,1.810594879403365,0.026138880120478603
20,5000,gamma,0.0,0.04952682413371668,0.04950070439340994,0.25006797194546765,0.1071986920549336,0.007179081049750449,4.280809489567266,0.0021212657966874697
20,5000,normal,0.0,0.03627667665250256,0.03145281714434842,0.21301126645466587,0.09013274799427141,0.03115021239355561,3.6298543114752357,0.020727845852881545
20,10000,gamma,0.0,0.054429186375500094,0.04900706676391382,0.20504008979647895,0.09217374872448128,0.03027887896385036,4.365324092936023,0.002906223414381036
20,10000,normal,0.0,0.05237482253445863,0.03276564908152176,0.2944457896094369,0.11277810995329789,0.019774659657691675,4.226559296590012,0.008558021070771483
